SampleID,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,CollectionDate,Site,Roost,RoostDate,EmergenceCount,SampleType
6212017EGA1,OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,2658,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,16067,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU10,GS,100,BOLD:ACF3057,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus mortipennella,8825,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU11,GS,99.4,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,327,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU12,GS,100,BOLD:AAE5173,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,924,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU13,GS,100,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,412,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU14,GS,99.4,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,314,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU16,GS,100,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,2363,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU34,GS,100,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,284,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU35,GS,100,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,259,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU57,GS,100,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,193,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU68,GS,100,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,91,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU73,GS,100,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,170,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU87,US,0,BOLD:ABY2339,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,649,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU99,US,1,BOLD:ACF7919,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,87,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU115,GS,100,BOLD:AAA4942,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha elongata,26,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU116,GS,100,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,965,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU132,US,1,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,150,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU137,US,1,BOLD:ACS9559,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,51,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU174,GS,97.2,BOLD:AAD2010,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus propinqua,981,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU198,GS,99.4,BOLD:ABZ1242,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,60,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU201,GS,100,BOLD:AAG0906,Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Micromus,Micromus posticus,72,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU212,US,1,BOLD:ACE7661,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,21,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU231,GS,100,BOLD:AAD2590,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia packardella,30,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU265,GS,100,BOLD:AAQ3192,Animalia,Arthropoda,Insecta,Lepidoptera,Dryadaulidae,Dryadaula,NA,43,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU269,GS,97.2,BOLD:AAP9050,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,100,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU271,GS,98.9,BOLD:ABX3627,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,36,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU282,SS,0.66,BOLD:AAG4564,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,54,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU342,GS,99.4,BOLD:AAI1931,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Holcocera,Holcocera chalcofrontella,69,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU392,US,1,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,46,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU399,GS,100,BOLD:ACF2428,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus texanella,7,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU442,GS,97.2,BOLD:ABU6554,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,412,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU459,SS,0.93,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,11,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU465,SS,0.66,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,242,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU467,GS,100,BOLD:AAA8999,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Larinioides,Larinioides cornutus,206,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU502,SS,0.79,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,23,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU515,US,0.0093,BOLD:AAA3447,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,35,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU529,GS,100,BOLD:AAG3825,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Wulfila,NA,5,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU590,SS,0.99,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,74,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU617,GS,100,BOLD:AAB4916,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,16,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU702,SS,0.87,BOLD:AAN6304,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus guttulatus,7,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU718,US,0.7924,BOLD:AAG0758,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,107,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU744,US,1,BOLD:ACU1806,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU870,US,9e-04,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,150,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU884,US,0.9715,BOLD:ACG1878,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,180,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU902,US,0,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU947,US,0.9546,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,5,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU982,GS,98.3,BOLD:AAP9050,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,9,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1002,SS,0.89,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1021,US,0.0017,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,2,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1045,US,0,BOLD:ACA7844,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,92,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1059,US,3e-04,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,25,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1090,GS,97.2,BOLD:ABX3627,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,4,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,442,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1172,SS,0.83,BOLD:AAD6926,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,2,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1189,US,0.9844,BOLD:ABY0555,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,81,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1191,GS,100,BOLD:AAC9510,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Blepharidopterus,Blepharidopterus provancheri,49,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1211,US,0.7924,BOLD:AAG0758,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,89,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1214,US,0.986,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1229,US,3e-04,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,61,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1250,SS,0.94,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,56,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1257,US,0.9546,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1268,GS,97.8,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,14,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1277,US,2e-04,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,7,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1296,GS,97.2,BOLD:AAD2334,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,Acrolophus hasbroucki,72,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1317,SS,0.01,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,28,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1342,SS,0.93,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,50,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,13,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1351,SS,0.94,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,24,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1368,GS,97.2,BOLD:ABU6554,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,8,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1378,US,0.0788,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,57,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1420,SS,0.89,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,30,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1422,GS,99.4,BOLD:ABA6440,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,37,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1424,US,0,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,42,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1434,GS,97.6,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,15,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1552,SS,0.74,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,NA,3,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1583,US,0,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,24,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1648,US,0.8732,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1667,US,0,BOLD:AAG0758,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,21,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1708,US,0.8732,BOLD:ACL2801,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,21,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1740,SS,0.75,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1741,GS,98.3,BOLD:AAP9050,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,NA,NA,49,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1748,SS,0.6,BOLD:ACF8409,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,2,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1756,SS,0.97,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,5,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1780,GS,100,BOLD:ACT4964,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,NA,NA,18,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1786,US,0,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1796,GS,97.2,BOLD:AAB4915,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus argutana,2,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1800,US,0.3913,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,32,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1819,US,0.9844,BOLD:AAE5173,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1856,SS,0.28,BOLD:AAF9018,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,20,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1866,SS,0.38,BOLD:ABX3627,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA1,OTU1878,SS,0.78,BOLD:ABW4215,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,3,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,220,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU16,GS,100,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,414,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU34,GS,100,BOLD:AAM6211,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,202,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU68,GS,100,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,60,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU99,US,1,BOLD:ACF7919,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,443,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU118,US,1,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,340,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU122,GS,99.4,BOLD:AAC5568,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma,Gypsonoma salicicolana,30,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU129,GS,100,BOLD:AAG2647,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,4529,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU137,US,1,BOLD:ACS9559,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6300,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU164,US,0.0049,BOLD:ACY9955,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,5846,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU202,US,0.9967,BOLD:ACF8271,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1679,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU212,US,1,BOLD:ACE7661,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,1264,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU216,GS,100,BOLD:AAG5659,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha viridis,8,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU247,GS,100,BOLD:AAG0787,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Trichocorixa,NA,2585,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU257,GS,100,BOLD:AAA5803,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus,Lygus lineolaris,347,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU275,GS,100,BOLD:AAA5695,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,24,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU289,GS,100,BOLD:AAH0147,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,4856,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU344,GS,97.2,BOLD:AAH0147,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,2206,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU348,GS,100,BOLD:AAH2757,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amphasia,Amphasia sericea,1416,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU392,US,1,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,93,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU394,GS,100,BOLD:AAC3054,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pensylvanicus,809,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU448,US,0.9925,BOLD:ACA9534,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,604,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU616,GS,100,BOLD:AAZ2908,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,418,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU674,US,0,BOLD:AAG4815,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,23,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU743,GS,97.8,BOLD:AAH3833,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,NA,NA,313,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU814,US,1,BOLD:AAN6325,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,153,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU818,SS,0.77,BOLD:ABZ1405,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,265,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU819,US,0.9885,BOLD:ABW1287,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,176,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU831,US,7e-04,BOLD:AAG4538,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,39,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU834,US,0.0169,BOLD:AAG8812,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,144,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU863,US,1,BOLD:ACF7687,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,48,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU902,US,0,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,2,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU930,US,0.2887,BOLD:ACQ4419,Animalia,Arthropoda,Malacostraca,Stomatopoda,NA,NA,NA,91,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU970,US,0.0169,BOLD:ACW2161,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,118,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1066,US,0.9249,BOLD:AAH0147,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,94,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1069,US,1,BOLD:ACK5963,Animalia,Arthropoda,Diplopoda,Polydesmida,NA,NA,NA,13,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1109,GS,100,BOLD:AAF7649,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lepturges,Lepturges confluens,83,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1126,US,1,BOLD:AAP8817,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,66,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1267,GS,97.2,BOLD:AAP2550,Animalia,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,NA,57,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1276,GS,99.4,BOLD:ABX4705,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Pseudopachybrachius,Pseudopachybrachius basalis,56,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1336,US,0,BOLD:ACV0489,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,6,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1345,GS,100,BOLD:AAL7329,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes modestus,2,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1350,GS,97.2,BOLD:AAA7067,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,27,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1351,SS,0.94,BOLD:AAB7030,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,26,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1401,SS,0.78,BOLD:AAF9008,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,6/21/2017,Egner,A,6/14/2017,0,Single
6212017EGA2,OTU1458,US,0.3913,None,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,31,6/21/2017,Egner,A,6/14/2017,0,Single
